RA,nome,ano_referencia,ano_nascimento,idade,genero,ano_ingresso,instituicao_ensino,Fase,Turma,INDE,IAA,IEG,IPS,IDA,IPV,IAN,IPP,risco,Pedra
RA-145,Aluno-145,2023,2006,17,Masculino,2017,Pública,FASE 4,4H,,7.9,9.0,,6.2,7.4625,2.5,7.96875,0,
RA-1188,Aluno-1188,2023,2008,15,Feminino,2023,Pública,FASE 4,4H,,9.6,9.4,,6.4,7.5875,5.0,7.8125,0,
RA-265,Aluno-265,2023,2009,14,Masculino,2019,Pública,FASE 4,4H,,8.3,8.7,,7.0,7.88,10.0,7.96875,0,
RA-254,Aluno-254,2023,2008,15,Masculino,2019,Pública,FASE 4,4H,,9.6,8.8,,5.9,7.71,5.0,7.8125,0,
RA-267,Aluno-267,2023,2007,16,Feminino,2016,Pública,FASE 4,4H,,7.9,7.7,,2.7,6.505,5.0,4.6875,1,
RA-1189,Aluno-1189,2023,2008,15,Feminino,2023,Pública,FASE 4,4H,,8.8,9.0,,6.1,7.3775,5.0,7.8125,0,
RA-295,Aluno-295,2023,2008,15,Feminino,2022,Pública,FASE 4,4L,7.641016667,8.8,8.8,2.52,7.7,9.005,5.0,9.0625,0,Ametista
RA-269,Aluno-269,2023,2009,14,Masculino,2022,Pública,FASE 4,4L,8.116041667,9.6,9.0,2.52,7.4,8.7975,10.0,8.59375,0,Ametista
RA-313,Aluno-313,2023,2008,15,Feminino,2022,Pública,FASE 4,4L,7.011091667,9.2,8.7,2.52,3.9,7.75,10.0,7.65625,1,Ametista
RA-1190,Aluno-1190,2023,2009,14,Masculino,2023,Pública,FASE 4,4L,6.330041667,0.0,9.2,5.0,4.2,7.045,10.0,7.34375,1,Ágata
RA-301,Aluno-301,2023,2009,14,Feminino,2019,Pública,FASE 4,4L,6.760341667,9.2,5.4,7.52,5.2,6.465,10.0,6.71875,0,Ágata
RA-286,Aluno-286,2023,2007,16,Feminino,2022,Pública,FASE 4,4L,5.713333333,0.0,7.5,5.0,4.7,7.3375,5.0,8.125,1,Ágata
RA-1191,Aluno-1191,2023,2009,14,Masculino,2023,Pública,FASE 4,4L,6.175333333,7.5,7.2,5.0,3.7,6.26,10.0,5.0,1,Ágata
RA-1192,Aluno-1192,2023,2007,16,Feminino,2023,Pública,FASE 4,4L,6.780741667,7.9,8.7,2.52,5.8,7.6675,5.0,7.96875,0,Ágata
RA-174,Aluno-174,2023,2007,16,Feminino,2019,Pública,FASE 4,4L,6.1242,7.9,5.6,5.0,5.1,7.2125,5.0,7.5,0,Ágata
RA-1193,Aluno-1193,2023,2009,14,Feminino,2023,Pública,FASE 4,4L,6.018083333,0.0,7.8,5.0,4.1,7.13,10.0,7.1875,1,Ágata
RA-308,Aluno-308,2023,2009,14,Masculino,2019,Pública,FASE 4,4L,6.578558333,5.4,6.8,5.0,4.9,7.5025,10.0,7.03125,1,Ágata
RA-152,Aluno-152,2023,2006,17,Feminino,2022,Pública,FASE 4,4M,6.30695,7.9,7.7,2.52,4.5,7.71,5.0,7.8125,1,Ágata
RA-270,Aluno-270,2023,2009,14,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 4,4M,7.982633333,9.2,9.0,2.52,6.6,9.1275,10.0,8.75,0,Ametista
RA-271,Aluno-271,2023,2007,16,Feminino,2022,Pública,FASE 4,4M,6.140333333,0.0,9.3,2.52,5.9,7.7125,5.0,8.125,0,Ágata
RA-299,Aluno-299,2023,2009,14,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 4,4M,6.796541667,0.0,9.6,2.52,6.1,8.005,10.0,7.96875,0,Ágata
RA-316,Aluno-316,2023,2008,15,Feminino,2022,Pública,FASE 4,4M,8.436908333,10.0,9.5,7.52,5.7,8.96,10.0,8.59375,0,Topázio
RA-318,Aluno-318,2023,2008,15,Feminino,2019,Pública,FASE 4,4M,6.856575,7.9,8.1,6.26,4.9,7.71,5.0,7.96875,1,Ágata
RA-274,Aluno-274,2023,2011,12,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 4,4M,8.137625,7.5,9.5,5.63,7.5,8.295,10.0,7.65625,0,Ametista
RA-320,Aluno-320,2023,2008,15,Feminino,2022,Pública,FASE 4,4M,8.393508333,9.2,9.9,7.52,5.5,8.96,10.0,8.59375,0,Topázio
RA-277,Aluno-277,2023,2008,15,Masculino,2021,Pública,FASE 4,4M,7.7284,8.3,9.9,7.52,5.5,8.7525,5.0,8.125,0,Ametista
RA-278,Aluno-278,2023,2010,13,Masculino,2018,Pública,FASE 4,4M,7.1935,0.0,9.8,5.63,5.6,8.3775,10.0,8.75,0,Ametista
RA-291,Aluno-291,2023,2009,14,Masculino,2022,Privada - Programa de Apadrinhamento,FASE 4,4M,8.493058333,8.8,8.6,7.52,7.1,9.21,10.0,8.90625,0,Topázio
RA-306,Aluno-306,2023,2008,15,Feminino,2021,Pública,FASE 4,4M,5.732375,0.0,7.9,6.26,4.0,7.46,5.0,7.34375,1,Ágata
RA-279,Aluno-279,2023,2009,14,Masculino,2019,Pública,FASE 4,4M,9.006266667,8.8,10.0,6.27,8.9,9.2125,10.0,8.75,0,Topázio
RA-280,Aluno-280,2023,2009,14,Feminino,2021,Privada - Programa de Apadrinhamento,FASE 4,4M,8.189225,6.7,9.5,7.52,6.5,8.7125,10.0,8.28125,0,Ametista
RA-276,Aluno-276,2023,2008,15,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 4,4M,6.690458333,6.3,8.5,2.52,5.5,6.585,10.0,7.03125,0,Ágata
RA-285,Aluno-285,2023,2006,17,Feminino,2020,Pública,FASE 4,4N,5.380358333,8.3,4.6,2.52,4.7,7.13,2.5,7.65625,1,Quartzo
RA-1194,Aluno-1194,2023,2010,13,Masculino,2023,Pública,FASE 4,4N,7.671933333,8.8,9.0,5.0,6.1,7.6675,10.0,7.5,0,Ametista
RA-287,Aluno-287,2023,2005,18,Feminino,2022,Pública,FASE 4,4N,3.745541667,0.0,4.8,2.52,3.9,5.375,2.5,4.21875,1,Quartzo
RA-319,Aluno-319,2023,2009,14,Masculino,2022,Concluiu o 3º EM,FASE 4,4N,8.367208333,9.6,9.2,5.0,7.2,8.88,10.0,8.59375,0,Topázio
RA-321,Aluno-321,2023,2010,13,Feminino,2022,Pública,FASE 4,4N,7.695233333,8.3,9.4,2.52,6.2,8.42,10.0,8.125,0,Ametista
RA-1195,Aluno-1195,2023,2006,17,Feminino,2022,Pública,FASE 4,4N,5.677291667,0.0,8.3,2.52,5.4,8.0025,2.5,8.28125,0,Ágata
RA-159,Aluno-159,2023,2007,16,Feminino,2021,Pública,FASE 4,4N,6.805033333,7.9,8.1,2.52,6.3,7.8775,5.0,8.125,0,Ágata
RA-322,Aluno-322,2023,2009,14,Feminino,2022,Pública,FASE 4,4N,7.037808333,6.7,8.3,2.52,5.3,8.045,10.0,7.96875,0,Ametista
RA-251,Aluno-251,2023,2007,16,Masculino,2018,Pública,FASE 4,4N,6.665208333,9.6,8.0,2.52,5.3,7.835,5.0,7.34375,0,Ágata
RA-116,Aluno-116,2023,2006,17,Feminino,2019,Pública,FASE 5,5A,6.433075,6.7,7.6,5.0,4.7,7.5475,5.0,7.96875,1,Ágata
RA-103,Aluno-103,2023,2009,14,Feminino,2020,Privada - Programa de Apadrinhamento,FASE 5,5A,8.0239,8.3,9.2,5.0,7.1,8.09,10.0,8.125,0,Ametista
RA-42,Aluno-42,2023,2007,16,Masculino,2019,Privada - Programa de Apadrinhamento,FASE 5,5A,6.794516667,8.8,8.6,5.63,5.7,6.6675,5.0,6.5625,0,Ágata
RA-121,Aluno-121,2023,2006,17,Feminino,2021,Pública,FASE 5,5A,6.811875,6.3,8.8,5.0,6.0,7.4625,5.0,7.34375,0,Ágata
RA-106,Aluno-106,2023,2007,16,Feminino,2016,Privada - Programa de Apadrinhamento,FASE 5,5A,7.769658333,7.9,9.1,5.0,7.3,7.5075,10.0,7.03125,0,Ametista
RA-123,Aluno-123,2023,2006,17,Masculino,2017,Privada - Programa de Apadrinhamento,FASE 5,5A,6.068333333,0.0,9.4,5.0,5.7,6.8375,5.0,6.875,0,Ágata
RA-46,Aluno-46,2023,2005,18,Feminino,2022,Pública,FASE 5,5A,5.545383333,7.1,7.4,2.52,4.4,6.6275,2.5,6.5625,1,Ágata
RA-125,Aluno-125,2023,2007,16,Feminino,2022,Privada,FASE 5,5A,6.989633333,9.2,7.7,5.0,5.8,7.835,5.0,8.125,0,Ametista
RA-110,Aluno-110,2023,2008,15,Masculino,2017,Privada - Programa de Apadrinhamento,FASE 5,5A,8.0879,8.3,8.6,5.0,7.5,8.2975,10.0,8.75,0,Ametista
RA-128,Aluno-128,2023,2007,16,Masculino,2019,Privada,FASE 5,5A,6.503908333,6.7,7.3,5.0,5.7,7.5475,5.0,7.34375,0,Ágata
RA-143,Aluno-143,2023,2009,14,Masculino,2019,Privada - Programa de Apadrinhamento,FASE 5,5A,7.794358333,8.3,9.6,2.52,6.5,8.3375,10.0,8.28125,0,Ametista
RA-111,Aluno-111,2023,2009,14,Feminino,2020,Privada - Programa de Apadrinhamento,FASE 5,5A,7.566458333,7.5,8.7,5.0,6.0,8.0875,10.0,7.65625,0,Ametista
RA-112,Aluno-112,2023,2007,16,Feminino,2016,Privada - Programa de Apadrinhamento,FASE 5,5A,7.141308333,6.7,8.1,5.0,7.4,7.9225,5.0,7.96875,0,Ametista
RA-115,Aluno-115,2023,2006,17,Feminino,2019,Pública,FASE 5,5A,6.319141667,8.8,7.1,5.0,4.2,7.215,5.0,7.34375,1,Ágata
RA-1196,Aluno-1196,2023,2008,15,Masculino,2023,Privada,FASE 5,5B,7.03025,0.0,8.2,5.0,7.5,8.045,10.0,7.8125,0,Ametista
RA-52,Aluno-52,2023,2009,14,Masculino,2018,Privada - Programa de Apadrinhamento,FASE 5,5B,7.9642,10.0,9.8,2.52,6.4,8.2975,10.0,8.125,0,Ametista
RA-1197,Aluno-1197,2023,2007,16,Feminino,2023,Pública,FASE 5,5B,6.946058333,6.7,8.4,5.0,7.3,7.215,5.0,7.03125,0,Ametista
RA-108,Aluno-108,2023,2005,18,Feminino,2019,Concluiu o 3º EM,FASE 5,5B,4.9308,5.8,7.3,2.52,2.9,5.59,5.0,4.375,1,Quartzo
RA-1198,Aluno-1198,2023,2007,16,Feminino,2023,Pública,FASE 5,5B,7.515233333,8.3,9.4,6.26,6.7,7.9625,5.0,7.5,0,Ametista
RA-127,Aluno-127,2023,2008,15,Feminino,2022,Pública,FASE 5,5B,7.91935,8.8,7.8,6.26,6.4,8.6725,10.0,8.4375,0,Ametista
RA-114,Aluno-114,2023,2006,17,Masculino,2022,Pública,FASE 5,5B,5.335,0.0,6.0,3.14,5.6,7.255,5.0,7.5,0,Quartzo
RA-146,Aluno-146,2023,2007,16,Feminino,2022,Pública,FASE 5,5C,7.584483333,6.2,9.5,5.0,7.9,8.2125,5.0,8.4375,0,Ametista
RA-1199,Aluno-1199,2023,2006,17,Masculino,2023,Pública,FASE 5,5C,7.024933333,6.7,9.1,5.0,6.2,8.0875,5.0,6.875,0,Ametista
RA-70,Aluno-70,2023,2006,17,Feminino,2017,Pública,FASE 5,5C,6.869133333,9.2,9.2,5.0,4.3,7.545,5.0,7.5,1,Ametista
RA-107,Aluno-107,2023,2007,16,Feminino,2018,Pública,FASE 5,5C,6.845208333,0.0,8.5,5.0,7.0,7.5875,10.0,7.34375,0,Ágata
RA-1200,Aluno-1200,2023,2007,16,Feminino,2023,Pública,FASE 5,5C,5.711166667,0.0,6.4,5.0,4.0,6.8725,10.0,7.5,1,Ágata
RA-151,Aluno-151,2023,2006,17,Feminino,2020,Pública,FASE 5,5C,6.892541667,0.0,7.8,7.52,7.9,8.1725,5.0,8.59375,0,Ametista
RA-85,Aluno-85,2023,2007,16,Masculino,2022,Pública,FASE 5,5C,7.08435,8.8,8.9,6.27,5.7,7.8425,5.0,5.9375,0,Ametista
RA-1201,Aluno-1201,2023,2008,15,Masculino,2023,Pública,FASE 5,5C,8.378008333,9.2,9.6,3.77,7.8,8.7575,10.0,8.59375,0,Topázio
RA-131,Aluno-131,2023,2007,16,Feminino,2016,Pública,FASE 5,5F,5.952358333,8.3,7.8,5.0,2.2,6.8,5.0,7.65625,1,Ágata
RA-132,Aluno-132,2023,2008,15,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 5,5F,7.350625,7.5,8.7,2.52,6.5,7.715,10.0,7.65625,0,Ametista
RA-133,Aluno-133,2023,2007,16,Feminino,2016,Pública,FASE 5,5F,6.168416667,7.5,7.9,2.52,5.3,6.505,5.0,7.1875,0,Ágata
RA-104,Aluno-104,2023,2004,19,Masculino,2022,Pública,FASE 5,5F,4.25,0.0,7.7,2.52,2.6,5.6275,2.5,5.625,1,Quartzo
RA-137,Aluno-137,2023,2005,18,Feminino,2016,Privada - Programa de Apadrinhamento,FASE 5,5F,5.937025,7.1,6.3,2.52,6.0,6.88,5.0,6.40625,0,Ágata
RA-144,Aluno-144,2023,2008,15,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 5,5F,4.990333333,0.0,5.2,2.52,4.4,6.0,10.0,6.25,1,Quartzo
RA-1202,Aluno-1202,2023,2007,16,Feminino,2023,Pública,FASE 5,5F,6.202008333,7.1,7.6,7.52,3.3,6.67,5.0,7.34375,1,Ágata
RA-90,Aluno-90,2023,2009,14,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 5,5L,8.699408333,10.0,9.6,7.52,7.7,8.1725,10.0,8.59375,0,Topázio
RA-167,Aluno-167,2023,2006,17,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 5,5L,7.806141667,8.8,9.9,5.0,7.9,7.8375,5.0,7.96875,0,Ametista
RA-168,Aluno-168,2023,2007,16,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 5,5L,6.483083333,0.0,9.6,6.89,4.7,6.4225,10.0,6.5625,1,Ágata
RA-1203,Aluno-1203,2023,2007,16,Feminino,2023,Pública,FASE 5,5L,7.487841667,9.2,10.0,2.52,7.2,7.8775,5.0,7.96875,0,Ametista
RA-155,Aluno-155,2023,2006,17,Masculino,2022,Pública,FASE 5,5L,6.318991667,7.9,8.1,5.0,4.4,6.5875,5.0,7.03125,1,Ágata
RA-94,Aluno-94,2023,2007,16,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 5,5L,7.289333333,7.5,9.6,2.52,7.2,7.795,5.0,8.75,0,Ametista
RA-81,Aluno-81,2023,2008,15,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 5,5L,7.45425,9.6,8.8,2.52,6.3,7.2125,10.0,7.8125,0,Ametista
RA-302,Aluno-302,2023,2006,17,Masculino,2022,Pública,FASE 5,5L,5.314333333,0.0,7.3,5.0,4.3,6.255,5.0,7.5,1,Quartzo
RA-171,Aluno-171,2023,2006,17,Masculino,2022,Pública,FASE 5,5L,6.293083333,7.5,7.2,5.0,5.2,6.755,5.0,7.1875,0,Ágata
RA-160,Aluno-160,2023,2007,16,Feminino,2021,Privada - Programa de Apadrinhamento,FASE 5,5L,6.598266667,8.8,8.3,2.52,5.0,7.46,5.0,8.125,0,Ágata
RA-1204,Aluno-1204,2023,2007,16,Masculino,2023,Pública,FASE 5,5L,6.940416667,7.5,8.7,5.0,6.1,7.2125,5.0,7.8125,0,Ametista
RA-1205,Aluno-1205,2023,2005,18,Feminino,2023,Pública,FASE 5,5L,6.806466667,9.2,9.2,6.26,5.0,7.085,2.5,7.5,0,Ágata
RA-173,Aluno-173,2023,2005,18,Masculino,2019,Privada - Programa de Apadrinhamento,FASE 5,5L,7.757466667,9.2,8.5,6.26,8.1,7.8775,5.0,8.125,0,Ametista
RA-166,Aluno-166,2023,2008,15,Masculino,2020,Privada - Programa de Apadrinhamento,FASE 5,5L,8.105583333,7.5,8.9,6.26,8.1,7.4625,10.0,8.4375,0,Ametista
RA-175,Aluno-175,2023,2007,16,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 5,5L,6.569516667,8.8,9.2,2.52,4.8,7.085,5.0,7.1875,1,Ágata
RA-153,Aluno-153,2023,2008,15,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 5,5M,7.289966667,9.2,7.4,2.52,6.4,7.71,10.0,8.125,0,Ametista
RA-1206,Aluno-1206,2023,2006,17,Feminino,2023,Pública,FASE 5,5M,6.724183333,8.8,8.3,2.52,5.6,7.7125,5.0,7.8125,0,Ágata
RA-157,Aluno-157,2023,2010,13,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 5,5M,7.879008333,7.1,9.9,2.52,6.8,8.63,10.0,8.59375,0,Ametista
RA-1207,Aluno-1207,2023,2008,15,Feminino,2023,Pública,FASE 5,5M,7.58235,8.8,9.0,5.0,5.5,7.63,10.0,7.8125,0,Ametista
RA-1208,Aluno-1208,2023,2008,15,Masculino,2023,Pública,FASE 5,5M,7.0651,8.8,8.8,2.52,6.2,6.2525,10.0,6.875,0,Ametista
RA-1209,Aluno-1209,2023,2007,16,Feminino,2023,Pública,FASE 5,5M,7.43375,7.5,9.4,5.0,7.4,7.7125,5.0,7.8125,0,Ametista
RA-158,Aluno-158,2023,2009,14,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 5,5M,7.297425,7.1,9.0,2.52,6.0,7.545,10.0,8.28125,0,Ametista
RA-161,Aluno-161,2023,2009,14,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 5,5M,6.250166667,0.0,7.3,2.52,5.8,7.795,10.0,8.125,0,Ágata
RA-164,Aluno-164,2023,2006,17,Masculino,2018,Privada,FASE 5,5M,5.638666667,0.0,8.2,2.52,5.8,6.9625,5.0,6.875,0,Ágata
RA-1210,Aluno-1210,2023,2007,16,Feminino,2023,Pública,FASE 5,5M,7.171083333,9.6,9.4,5.0,4.7,8.09,5.0,7.8125,1,Ametista
RA-165,Aluno-165,2023,2008,15,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 5,5M,7.583433333,6.7,9.2,2.52,7.3,7.795,10.0,8.125,0,Ametista
RA-1211,Aluno-1211,2023,2007,16,Feminino,2023,Pública,FASE 5,5M,7.09205,7.1,9.1,5.0,6.2,7.7125,5.0,7.8125,0,Ametista
RA-1212,Aluno-1212,2023,2007,16,Feminino,2023,Pública,FASE 5,5M,6.755358333,8.3,8.9,5.0,4.2,7.715,5.0,7.65625,1,Ágata
RA-1213,Aluno-1213,2023,2006,17,Feminino,2023,Pública,FASE 5,5M,5.95625,0.0,8.4,2.52,6.0,7.715,5.0,7.8125,0,Ágata
RA-40,Aluno-40,2023,2006,17,Feminino,2016,Privada - Programa de Apadrinhamento,FASE 6,6A,7.169975,7.5,8.2,7.52,5.9,7.755,5.0,7.96875,0,Ametista
RA-1214,Aluno-1214,2023,2007,16,Masculino,2023,Pública,FASE 6,6A,8.378666667,9.6,9.8,6.89,7.4,7.6725,10.0,7.5,0,Topázio
RA-71,Aluno-71,2023,2005,18,Feminino,2019,Pública,FASE 6,6A,7.3651,6.7,9.8,6.26,6.6,7.7125,5.0,7.5,0,Ametista
RA-53,Aluno-53,2023,2005,18,Masculino,2022,Concluiu o 3º EM,FASE 6,6A,7.600633333,9.2,9.1,5.63,7.7,7.5875,5.0,7.5,0,Ametista
RA-43,Aluno-43,2023,2006,17,Feminino,2019,Pública,FASE 6,6A,6.4622,7.9,6.7,5.63,5.0,7.5875,5.0,7.5,0,Ágata
RA-55,Aluno-55,2023,2006,17,Feminino,2017,Pública,FASE 6,6A,6.898033333,7.9,8.1,3.14,7.1,7.545,5.0,7.5,0,Ametista
RA-44,Aluno-44,2023,2005,18,Feminino,2021,Pública,FASE 6,6A,6.258333333,0.0,8.5,5.01,6.9,7.17,5.0,7.5,0,Ágata
RA-1215,Aluno-1215,2023,2007,16,Feminino,2023,Pública,FASE 6,6A,6.339466667,7.1,5.6,5.0,4.1,7.1725,10.0,7.5,1,Ágata
RA-45,Aluno-45,2023,2007,16,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 6,6A,8.303591667,7.1,9.6,6.26,7.9,8.1725,10.0,8.28125,0,Topázio
RA-56,Aluno-56,2023,2007,16,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 6,6A,8.284333333,9.6,9.5,5.0,7.8,7.8,10.0,8.125,0,Topázio
RA-57,Aluno-57,2023,2006,17,Masculino,2017,Privada - Programa de Apadrinhamento,FASE 6,6A,6.450875,0.0,8.0,5.63,7.2,7.755,5.0,7.96875,0,Ágata
RA-58,Aluno-58,2023,2007,16,Masculino,2017,Privada - Programa de Apadrinhamento,FASE 6,6A,7.70625,0.0,9.7,6.26,8.1,8.3825,10.0,8.4375,0,Ametista
RA-59,Aluno-59,2023,2005,18,Masculino,2022,Privada - Programa de Apadrinhamento,FASE 6,6A,7.692291667,7.5,9.6,5.63,7.2,8.4225,5.0,8.28125,0,Ametista
RA-1216,Aluno-1216,2023,2004,19,Feminino,2023,Concluiu o 3º EM,FASE 6,6A,7.7105,9.6,9.0,5.63,7.9,7.795,5.0,7.5,0,Ametista
RA-78,Aluno-78,2023,2005,18,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 6,6A,6.434625,0.0,7.7,6.26,6.7,8.0025,5.0,8.28125,0,Ágata
RA-79,Aluno-79,2023,2006,17,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 6,6A,6.635883333,5.8,6.2,5.0,7.6,7.59,5.0,7.8125,0,Ágata
RA-61,Aluno-61,2023,2007,16,Masculino,2021,Pública,FASE 6,6A,7.382108333,8.3,7.0,6.26,6.2,7.4625,10.0,7.96875,0,Ametista
RA-63,Aluno-63,2023,2006,17,Masculino,2018,Pública,FASE 6,6A,8.0641,6.7,9.0,6.89,8.7,8.9675,5.0,8.75,0,Ametista
RA-64,Aluno-64,2023,2006,17,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 6,6A,7.452541667,7.5,9.2,6.89,6.7,7.9625,5.0,7.34375,0,Ametista
RA-48,Aluno-48,2023,2007,16,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 6,6A,7.797058333,6.7,8.4,6.26,7.7,7.6275,10.0,7.65625,0,Ametista
RA-109,Aluno-109,2023,2006,17,Masculino,2021,Privada - Programa de Apadrinhamento,FASE 6,6A,8.3184,8.3,9.9,7.52,8.3,8.59,5.0,8.75,0,Topázio
RA-80,Aluno-80,2023,2006,17,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 6,6L,7.252275,8.3,8.4,6.89,6.3,7.465,5.0,7.96875,0,Ametista
RA-91,Aluno-91,2023,2006,17,Feminino,2016,Privada - Programa de Apadrinhamento,FASE 6,6L,7.42395,10.0,7.4,6.89,7.4,7.4675,5.0,7.8125,0,Ametista
RA-1217,Aluno-1217,2023,2006,17,Feminino,2023,Pública,FASE 6,6L,6.064625,0.0,7.9,5.63,5.9,7.38,5.0,7.65625,0,Ágata
RA-92,Aluno-92,2023,2006,17,Feminino,2016,Privada - Programa de Apadrinhamento,FASE 6,6L,7.375916667,9.6,9.4,5.63,6.7,7.045,5.0,7.1875,0,Ametista
RA-96,Aluno-96,2023,2006,17,Masculino,2021,Privada - Programa de Apadrinhamento,FASE 6,6L,7.610791667,9.6,8.9,7.52,6.4,7.84,5.0,7.65625,0,Ametista
RA-1218,Aluno-1218,2023,2006,17,Masculino,2023,Pública,FASE 6,6L,6.8265,7.5,9.2,5.0,5.3,7.1325,5.0,7.5,0,Ágata
RA-1219,Aluno-1219,2023,2007,16,Feminino,2023,Pública,FASE 6,6L,7.215141667,8.8,6.5,5.63,6.3,7.38,10.0,7.34375,0,Ametista
RA-1220,Aluno-1220,2023,2005,18,Feminino,2023,Pública,FASE 6,6L,6.46725,0.0,9.0,5.0,6.8,7.63,5.0,7.8125,0,Ágata
RA-84,Aluno-84,2023,2005,18,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 6,6L,6.034416667,0.0,8.8,2.52,6.0,7.6725,5.0,7.8125,0,Ágata
RA-99,Aluno-99,2023,2006,17,Masculino,2019,Pública,FASE 6,6L,6.68045,7.9,8.3,5.63,4.5,7.4225,5.0,7.8125,1,Ágata
RA-87,Aluno-87,2023,2007,16,Masculino,2021,Privada - Programa de Apadrinhamento,FASE 6,6L,8.6625,7.5,10.0,5.63,9.3,8.385,10.0,8.125,0,Topázio
RA-89,Aluno-89,2023,2006,17,Masculino,2021,Pública,FASE 6,6L,6.700775,8.3,8.1,5.0,5.1,7.465,5.0,7.34375,0,Ágata
RA-1221,Aluno-1221,2023,2001,22,Feminino,2023,Concluiu o 3º EM,FASE 7,7A,8.027466667,9.2,9.1,6.26,8.7,8.09,5.0,8.0,0,Ametista
RA-27,Aluno-27,2023,2006,17,Masculino,2016,Privada - Programa de Apadrinhamento,FASE 7,7A,7.921266667,6.7,7.7,6.89,6.9,8.8825,10.0,8.625,0,Ametista
RA-1222,Aluno-1222,2023,2003,20,Feminino,2023,Nenhuma das opções acima,FASE 7,7A,7.026466667,7.1,10.0,5.63,6.8,6.005,5.0,6.875,0,Ametista
RA-32,Aluno-32,2023,2006,17,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 7,7A,6.716666667,0.0,8.2,3.77,7.9,6.8775,10.0,7.375,0,Ágata
RA-19,Aluno-19,2023,2003,20,Feminino,2022,Nenhuma das opções acima,FASE 7,7A,7.710866667,7.9,9.4,5.63,7.8,8.1725,5.0,7.75,0,Ametista
RA-62,Aluno-62,2023,2005,18,Feminino,2022,Pública,FASE 7,7A,7.610333333,0.0,9.8,6.89,7.5,8.215,10.0,8.25,0,Ametista
RA-1223,Aluno-1223,2023,2006,17,Masculino,2023,Pública,FASE 7,7A,8.187766667,8.8,9.3,5.0,9.0,7.2925,10.0,6.875,0,Ametista
RA-38,Aluno-38,2023,2005,18,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 7,7A,8.835333333,9.6,9.7,7.52,7.7,8.8825,10.0,8.75,0,Topázio
RA-1224,Aluno-1224,2023,2003,20,Masculino,2023,Concluiu o 3º EM,FASE 7,7A,7.5524,8.3,9.4,5.0,8.0,7.6325,5.0,7.125,0,Ametista
RA-39,Aluno-39,2023,2006,17,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 7,7A,8.710333333,9.6,9.1,7.52,7.8,8.7575,10.0,8.75,0,Topázio
RA-1225,Aluno-1225,2023,2005,18,Feminino,2023,Concluiu o 3º EM,FASE 7,7E,,7.5,,2.52,,,5.0,,0,
RA-76,Aluno-76,2023,2007,16,Feminino,2017,Privada *Parcerias com Bolsa 100%,FASE 7,7E,,10.0,,2.52,,,10.0,,0,
RA-26,Aluno-26,2023,2005,18,Masculino,2022,Privada *Parcerias com Bolsa 100%,FASE 7,7E,,0.0,,7.52,,,5.0,,0,
RA-1226,Aluno-1226,2023,2007,16,Feminino,2023,Privada *Parcerias com Bolsa 100%,FASE 7,7E,,9.2,,7.52,,,10.0,,0,
RA-93,Aluno-93,2023,2007,16,Feminino,2016,Privada - Programa de Apadrinhamento,FASE 7,7E,,7.9,,3.14,,,10.0,,0,
RA-119,Aluno-119,2023,2008,15,Feminino,2016,Privada - Programa de Apadrinhamento,FASE 7,7E,,6.7,,2.52,,,10.0,,0,
RA-1227,Aluno-1227,2023,2006,17,Feminino,2023,Privada - Programa de Apadrinhamento,FASE 7,7E,,9.2,,2.52,,,10.0,,0,
RA-1228,Aluno-1228,2023,2006,17,Feminino,2023,Privada - Programa de Apadrinhamento,FASE 7,7E,,7.5,,2.52,,,10.0,,0,
RA-1229,Aluno-1229,2023,2006,17,Feminino,2023,Privada - Programa de Apadrinhamento,FASE 7,7E,,8.3,,7.52,,,10.0,,0,
RA-98,Aluno-98,2023,2007,16,Feminino,2017,Privada *Parcerias com Bolsa 100%,FASE 7,7E,,7.9,,2.52,,,10.0,,0,
